267,ObjectId(5b97516e1025fcfc18ae1f6a),ObjectId(5984676ae94fb4bc9c04bc64),"[{""type"":""rect"",""geometry"":{""x"":0.8079519879969993,""y"":0.4609286523216308,""width"":0.17404351087771944,""height"":0.18006795016987542},""style"":{}}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_09_2016 (24.JPG,mummification,2018-08-21T19:11:47.439Z,0,UT35-15D_01_09_2016 (24.JPG
268,ObjectId(5b97516e1025fcfc18ae1f6c),ObjectId(5984676ae94fb4bc9c04bc64),"[{""type"":""rect"",""geometry"":{""x"":0.3015753938484621,""y"":0.9377123442808607,""width"":0.3870967741935484,""height"":0.035107587768969425},""style"":{}}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_09_2016 (24.JPG,mummification,2018-08-21T19:12:00.078Z,0,UT35-15D_01_09_2016 (24.JPG
179,ObjectId(5b97516b1025fcfc18ae1a6c),ObjectId(5984676ae94fb4bc9c04bc64),"[{""type"":""rect"",""geometry"":{""x"":0.23735670937289277,""y"":0.4419551934826884,""width"":0.38840188806473364,""height"":0.14358452138492872},""style"":{}}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_09_2016 (25.JPG,mummification,2017-08-31T20:02:36.209Z,0,UT35-15D_01_09_2016 (25.JPG
38,ObjectId(5b6dd3497b7bf69e9420e785),ObjectId(5b0471ddf1e6500030825d24),"[{""type"":""rect"",""geometry"":{""x"":0.5406698564593302,""y"":0.8050541516245487,""width"":0.16188197767145135,""height"":0.19253910950661854},""style"":{}}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_09_2016 (25.JPG,mummification,2018-08-10T18:02:49.108Z,0,UT35-15D_01_09_2016 (25.JPG
297,ObjectId(5b97516e1025fcfc18ae2010),ObjectId(5984676ae94fb4bc9c04bc64),"[{""type"":""rect"",""geometry"":{""x"":0.7029257314328582,""y"":0.5288788221970555,""width"":0.16054013503375844,""height"":0.3363533408833522},""style"":{}}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_09_2016 (25.JPG,mummification,2018-09-03T16:15:14.090Z,0,UT35-15D_01_09_2016 (25.JPG
298,ObjectId(5b97516e1025fcfc18ae2011),ObjectId(5984676ae94fb4bc9c04bc64),"[{""type"":""rect"",""geometry"":{""x"":0.028507126781695424,""y"":0.4983012457531144,""width"":0.19279819954988747,""height"":0.10079275198187995},""style"":{}}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_09_2016 (25.JPG,mummification,2018-09-03T16:15:22.621Z,0,UT35-15D_01_09_2016 (25.JPG
180,ObjectId(5b97516b1025fcfc18ae1a70),ObjectId(5984676ae94fb4bc9c04bc64),"[{""type"":""rect"",""geometry"":{""x"":0.3674983142279164,""y"":0.45723014256619143,""width"":0.2825354012137559,""height"":0.11914460285132383},""style"":{}}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_09_2016 (26.JPG,mummification,2017-08-31T20:03:13.691Z,0,UT35-15D_01_09_2016 (26.JPG
37,ObjectId(5b6dd3327b7bf69e9420e784),ObjectId(5b0471ddf1e6500030825d24),"[{""type"":""rect"",""geometry"":{""x"":0.5334928229665071,""y"":0.7821901323706378,""width"":0.14354066985645933,""height"":0.21058965102286403},""style"":{}}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_09_2016 (26.JPG,mummification,2018-08-10T18:02:26.634Z,0,UT35-15D_01_09_2016 (26.JPG
306,ObjectId(5b97516e1025fcfc18ae2025),ObjectId(5984676ae94fb4bc9c04bc64),"[{""type"":""rect"",""geometry"":{""x"":0.6789197299324832,""y"":0.507361268403171,""width"":0.14253563390847712,""height"":0.34541336353340885},""style"":{}}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_09_2016 (26.JPG,mummification,2018-09-03T16:20:43.892Z,0,UT35-15D_01_09_2016 (26.JPG
307,ObjectId(5b97516e1025fcfc18ae2026),ObjectId(5984676ae94fb4bc9c04bc64),"[{""type"":""rect"",""geometry"":{""x"":0.010502625656414103,""y"":0.4722536806342016,""width"":0.3360840210052513,""height"":0.0985277463193658},""style"":{}}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_09_2016 (26.JPG,mummification,2018-09-03T16:20:57.170Z,0,UT35-15D_01_09_2016 (26.JPG
181,ObjectId(5b97516b1025fcfc18ae1a76),ObjectId(5984676ae94fb4bc9c04bc64),"[{""type"":""rect"",""geometry"":{""x"":0.020903573836817263,""y"":0.054989816700611,""width"":0.1631827376938638,""height"":0.07230142566191446},""style"":{}}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_09_2016 (27.JPG,mummification,2017-08-31T20:07:59.760Z,0,UT35-15D_01_09_2016 (27.JPG
182,ObjectId(5b97516b1025fcfc18ae1a7b),ObjectId(5984676ae94fb4bc9c04bc64),"[{""type"":""rect"",""geometry"":{""x"":0.022252191503708697,""y"":0.032586558044806514,""width"":0.1638570465273095,""height"":0.07942973523421588},""style"":{}}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_09_2016 (28.JPG,mummification,2017-08-31T20:11:11.807Z,0,UT35-15D_01_09_2016 (28.JPG
183,ObjectId(5b97516b1025fcfc18ae1a7e),ObjectId(5984676ae94fb4bc9c04bc64),"[{""type"":""rect"",""geometry"":{""x"":0.024275118004045852,""y"":0.04175152749490835,""width"":0.1861092380310182,""height"":0.11303462321792261},""style"":{}}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_09_2016 (29.JPG,mummification,2017-08-31T20:12:18.014Z,0,UT35-15D_01_09_2016 (29.JPG
186,ObjectId(5b97516b1025fcfc18ae1a91),ObjectId(5984676ae94fb4bc9c04bc64),"[{""type"":""rect"",""geometry"":{""x"":0.24477410654079568,""y"":0.015274949083503055,""width"":0.375590020229265,""height"":0.29022403258655805},""style"":{}}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_09_2016 (31.JPG,mummification,2017-09-07T19:31:26.283Z,0,UT35-15D_01_09_2016 (31.JPG
33,ObjectId(5b6dd2657b7bf69e9420e780),ObjectId(5b0471ddf1e6500030825d24),"[{""type"":""rect"",""geometry"":{""x"":0.423444976076555,""y"":0.03369434416365824,""width"":0.17543859649122806,""height"":0.2563176895306859},""style"":{}}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_09_2016 (31.JPG,mummification,2018-08-10T17:59:01.034Z,0,UT35-15D_01_09_2016 (31.JPG
34,ObjectId(5b6dd2787b7bf69e9420e781),ObjectId(5b0471ddf1e6500030825d24),"[{""type"":""rect"",""geometry"":{""x"":0.009569377990430622,""y"":0.309265944645006,""width"":0.11403508771929824,""height"":0.16967509025270758},""style"":{}}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_09_2016 (31.JPG,mummification,2018-08-10T17:59:20.074Z,0,UT35-15D_01_09_2016 (31.JPG
31,ObjectId(5b6dd2337b7bf69e9420e77e),ObjectId(5b0471ddf1e6500030825d24),"[{""type"":""rect"",""geometry"":{""x"":0.41626794258373206,""y"":0.05174488567990373,""width"":0.22807017543859648,""height"":0.2286401925391095},""style"":{}}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_09_2016 (32.JPG,mummification,2018-08-10T17:58:11.848Z,0,UT35-15D_01_09_2016 (32.JPG
32,ObjectId(5b6dd2417b7bf69e9420e77f),ObjectId(5b0471ddf1e6500030825d24),"[{""type"":""rect"",""geometry"":{""x"":0.007974481658692184,""y"":0.3285198555956679,""width"":0.10685805422647528,""height"":0.148014440433213},""style"":{}}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_09_2016 (32.JPG,mummification,2018-08-10T17:58:25.407Z,0,UT35-15D_01_09_2016 (32.JPG
187,ObjectId(5b97516b1025fcfc18ae1a95),ObjectId(5984676ae94fb4bc9c04bc64),"[{""type"":""rect"",""geometry"":{""x"":0.24207687120701282,""y"":0.02240325865580448,""width"":0.44099797707349964,""height"":0.2606924643584521},""style"":{}}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_09_2016 (32.JPG,post bloat,2017-09-07T19:36:36.254Z,0,UT35-15D_01_09_2016 (32.JPG
188,ObjectId(5b97516b1025fcfc18ae1a99),ObjectId(5984676ae94fb4bc9c04bc64),"[{""type"":""rect"",""geometry"":{""x"":0.10519217801753203,""y"":0.06008146639511202,""width"":0.301416048550236,""height"":0.16395112016293278},""style"":{}}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_09_2016 (33.JPG,mummification,2017-09-07T19:40:35.400Z,0,UT35-15D_01_09_2016 (33.JPG
189,ObjectId(5b97516b1025fcfc18ae1a9f),ObjectId(5984676ae94fb4bc9c04bc64),"[{""type"":""rect"",""geometry"":{""x"":0.11598111935266352,""y"":0.051934826883910386,""width"":0.24679703304113285,""height"":0.09877800407331976},""style"":{}}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_09_2016 (34.JPG,mummification,2017-09-07T19:42:30.217Z,0,UT35-15D_01_09_2016 (34.JPG
264,ObjectId(5b97516e1025fcfc18ae1f64),ObjectId(5984676ae94fb4bc9c04bc64),"[{""type"":""rect"",""geometry"":{""x"":0.021005251312828207,""y"":0.02944507361268403,""width"":0.3938484621155289,""height"":0.25934314835787087},""style"":{}}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_09_2016 (34.JPG,mummification,2018-08-21T19:10:14.078Z,0,UT35-15D_01_09_2016 (34.JPG
265,ObjectId(5b97516e1025fcfc18ae1f66),ObjectId(5984676ae94fb4bc9c04bc64),"[{""type"":""rect"",""geometry"":{""x"":0.41410352588147037,""y"":0.2955832389580974,""width"":0.218304576144036,""height"":0.08607021517553794},""style"":{}}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_09_2016 (34.JPG,mummification,2018-08-21T19:10:45.074Z,0,UT35-15D_01_09_2016 (34.JPG
190,ObjectId(5b97516b1025fcfc18ae1aa3),ObjectId(5984676ae94fb4bc9c04bc64),"[{""type"":""rect"",""geometry"":{""x"":0.6136210384356036,""y"":0.015274949083503055,""width"":0.19082939986513822,""height"":0.10081466395112017},""style"":{}}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_09_2016 (35.JPG,mummification,2017-09-07T19:43:35.022Z,0,UT35-15D_01_09_2016 (35.JPG
191,ObjectId(5b97516b1025fcfc18ae1aa8),ObjectId(5984676ae94fb4bc9c04bc64),"[{""type"":""rect"",""geometry"":{""x"":0.6594740391099123,""y"":0.023421588594704685,""width"":0.1523937963587323,""height"":0.12219959266802444},""style"":{}}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_09_2016 (36.JPG,mummification,2017-09-07T20:15:09.128Z,0,UT35-15D_01_09_2016 (36.JPG
305,ObjectId(5b97516e1025fcfc18ae2024),ObjectId(5984676ae94fb4bc9c04bc64),"[{""type"":""rect"",""geometry"":{""x"":0.48012003000750186,""y"":0.007927519818799546,""width"":0.5086271567891973,""height"":0.1245753114382786},""style"":{}}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_09_2016 (36.JPG,mummification,2018-09-03T16:20:03.740Z,0,UT35-15D_01_09_2016 (36.JPG
29,ObjectId(5b6dd1b37b7bf69e9420e77c),ObjectId(5b0471ddf1e6500030825d24),"[{""type"":""rect"",""geometry"":{""x"":0.011164274322169059,""y"":0.08543922984356198,""width"":0.18022328548644337,""height"":0.22984356197352587},""style"":{}}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_09_2016 (37.JPG,mummification,2018-08-10T17:56:03.451Z,0,UT35-15D_01_09_2016 (37.JPG
30,ObjectId(5b6dd1c37b7bf69e9420e77d),ObjectId(5b0471ddf1e6500030825d24),"[{""type"":""rect"",""geometry"":{""x"":0.6451355661881978,""y"":0.02888086642599278,""width"":0.23923444976076555,""height"":0.17087845968712395},""style"":{}}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_09_2016 (37.JPG,mummification,2018-08-10T17:56:19.654Z,0,UT35-15D_01_09_2016 (37.JPG
27,ObjectId(5b6dd16d7b7bf69e9420e77a),ObjectId(5b0471ddf1e6500030825d24),"[{""type"":""rect"",""geometry"":{""x"":0.7049441786283892,""y"":0.02527075812274368,""width"":0.22009569377990432,""height"":0.1684717208182912},""style"":{}}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_09_2016 (38.JPG,mummification,2018-08-10T17:54:53.052Z,0,UT35-15D_01_09_2016 (38.JPG
28,ObjectId(5b6dd1807b7bf69e9420e77b),ObjectId(5b0471ddf1e6500030825d24),"[{""type"":""rect"",""geometry"":{""x"":0.013556618819776715,""y"":0.07581227436823104,""width"":0.20414673046251994,""height"":0.259927797833935},""style"":{}}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_09_2016 (38.JPG,mummification,2018-08-10T17:55:12.999Z,0,UT35-15D_01_09_2016 (38.JPG
299,ObjectId(5b97516e1025fcfc18ae2016),ObjectId(5984676ae94fb4bc9c04bc64),"[{""type"":""rect"",""geometry"":{""x"":0.5393848462115529,""y"":0.004530011325028313,""width"":0.14703675918979744,""height"":0.13590033975084936},""style"":{}}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_09_2016 (38.JPG,mummification,2018-09-03T16:16:09.595Z,0,UT35-15D_01_09_2016 (38.JPG
192,ObjectId(5b97516b1025fcfc18ae1ab1),ObjectId(5984676ae94fb4bc9c04bc64),"[{""type"":""rect"",""geometry"":{""x"":0.2596089008766015,""y"":0.2729124236252546,""width"":0.3944706675657451,""height"":0.3105906313645621},""style"":{}}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_09_2016 (39.JPG,mummification,2017-09-07T20:22:03.351Z,0,UT35-15D_01_09_2016 (39.JPG
193,ObjectId(5b97516b1025fcfc18ae1ab2),ObjectId(5984676ae94fb4bc9c04bc64),"[{""type"":""rect"",""geometry"":{""x"":0.3985165205664194,""y"":0.019348268839103868,""width"":0.39716790289952797,""height"":0.09877800407331976},""style"":{}}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_09_2016 (39.JPG,mummification,2017-09-07T20:22:20.328Z,0,UT35-15D_01_09_2016 (39.JPG
194,ObjectId(5b97516b1025fcfc18ae1ab3),ObjectId(5984676ae94fb4bc9c04bc64),"[{""type"":""rect"",""geometry"":{""x"":0.014160485502360081,""y"":0.17413441955193482,""width"":0.174645987862441,""height"":0.18635437881873726},""style"":{}}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_09_2016 (39.JPG,mummification,2017-09-07T20:22:30.795Z,0,UT35-15D_01_09_2016 (39.JPG
25,ObjectId(5b6dd02d7b7bf69e9420e778),ObjectId(5b0471ddf1e6500030825d24),"[{""type"":""rect"",""geometry"":{""x"":0.013556618819776715,""y"":0.7581227436823105,""width"":0.13237639553429026,""height"":0.19855595667870035},""style"":{}}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_09_2016 (39.JPG,mummification,2018-08-10T17:49:33.898Z,0,UT35-15D_01_09_2016 (39.JPG
26,ObjectId(5b6dd1477b7bf69e9420e779),ObjectId(5b0471ddf1e6500030825d24),"[{""type"":""rect"",""geometry"":{""x"":0.474481658692185,""y"":0.3020457280385078,""width"":0.16427432216905902,""height"":0.26594464500601683},""style"":{}}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_09_2016 (39.JPG,mummification,2018-08-10T17:54:15.533Z,0,UT35-15D_01_09_2016 (39.JPG
184,ObjectId(5b97516b1025fcfc18ae1a81),ObjectId(5984676ae94fb4bc9c04bc64),"[{""type"":""rect"",""geometry"":{""x"":0.45853000674308836,""y"":0.3268839103869654,""width"":0.3196223870532704,""height"":0.0824847250509165},""style"":{}}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_09_2016 (3.JPG,mummification,2017-08-31T20:13:27.930Z,0,UT35-15D_01_09_2016 (3.JPG
185,ObjectId(5b97516b1025fcfc18ae1a82),ObjectId(5984676ae94fb4bc9c04bc64),"[{""type"":""rect"",""geometry"":{""x"":0.04720161834120027,""y"":0.42668024439918534,""width"":0.43762643290627107,""height"":0.10183299389002037},""style"":{}}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_09_2016 (3.JPG,mummification,2017-08-31T20:13:42.275Z,0,UT35-15D_01_09_2016 (3.JPG
35,ObjectId(5b6dd2b07b7bf69e9420e782),ObjectId(5b0471ddf1e6500030825d24),"[{""type"":""rect"",""geometry"":{""x"":0.259170653907496,""y"":0.7605294825511432,""width"":0.18341307814992025,""height"":0.15282791817087846},""style"":{}}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_09_2016 (3.JPG,mummification,2018-08-10T18:00:16.034Z,0,UT35-15D_01_09_2016 (3.JPG
36,ObjectId(5b6dd2c67b7bf69e9420e783),ObjectId(5b0471ddf1e6500030825d24),"[{""type"":""rect"",""geometry"":{""x"":0.6251993620414673,""y"":0.4729241877256318,""width"":0.08771929824561403,""height"":0.2009626955475331},""style"":{}}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_09_2016 (3.JPG,mummification,2018-08-10T18:00:38.380Z,0,UT35-15D_01_09_2016 (3.JPG
199,ObjectId(5b97516b1025fcfc18ae1ac6),ObjectId(5984676ae94fb4bc9c04bc64),"[{""type"":""rect"",""geometry"":{""x"":0.5414699932569117,""y"":0.2830957230142566,""width"":0.13149022252191503,""height"":0.29124236252545826},""style"":{}}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_09_2016 (40.JPG,mummification,2017-09-12T21:36:36.430Z,0,UT35-15D_01_09_2016 (40.JPG
24,ObjectId(5b6dcfeb7b7bf69e9420e777),ObjectId(5b0471ddf1e6500030825d24),"[{""type"":""rect"",""geometry"":{""x"":0.012759170653907496,""y"":0.7424789410348978,""width"":0.14274322169059012,""height"":0.21419975932611313},""style"":{}}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_09_2016 (40.JPG,mummification,2018-08-10T17:48:27.595Z,0,UT35-15D_01_09_2016 (40.JPG
200,ObjectId(5b97516b1025fcfc18ae1acf),ObjectId(5984676ae94fb4bc9c04bc64),"[{""type"":""rect"",""geometry"":{""x"":0.3000674308833446,""y"":0.5224032586558045,""width"":0.06945380984490897,""height"":0.1395112016293279},""style"":{}}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_09_2016 (41.JPG,mummification,2017-09-12T21:39:03.067Z,0,UT35-15D_01_09_2016 (41.JPG
201,ObjectId(5b97516b1025fcfc18ae1ad2),ObjectId(5984676ae94fb4bc9c04bc64),"[{""type"":""rect"",""geometry"":{""x"":0.279838165879973,""y"":0.7780040733197556,""width"":0.15441672285906946,""height"":0.06822810590631365},""style"":{}}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_09_2016 (41.JPG,mummification,2017-09-12T21:40:38.016Z,0,UT35-15D_01_09_2016 (41.JPG
22,ObjectId(5b6dcf8a7b7bf69e9420e775),ObjectId(5b0471ddf1e6500030825d24),"[{""type"":""rect"",""geometry"":{""x"":0.5207336523125997,""y"":0.23706377858002406,""width"":0.22488038277511962,""height"":0.15282791817087846},""style"":{}}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_09_2016 (41.JPG,mummification,2018-08-10T17:46:50.689Z,0,UT35-15D_01_09_2016 (41.JPG
23,ObjectId(5b6dcfa47b7bf69e9420e776),ObjectId(5b0471ddf1e6500030825d24),"[{""type"":""rect"",""geometry"":{""x"":0.5478468899521531,""y"":0.6365824308062575,""width"":0.28708133971291866,""height"":0.15403128760529483},""style"":{}}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_09_2016 (41.JPG,mummification,2018-08-10T17:47:16.925Z,0,UT35-15D_01_09_2016 (41.JPG
263,ObjectId(5b97516e1025fcfc18ae1f63),ObjectId(5984676ae94fb4bc9c04bc64),"[{""type"":""rect"",""geometry"":{""x"":0.21605401350337583,""y"":0.6851642129105323,""width"":0.10577644411102775,""height"":0.03284258210645526},""style"":{}}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_09_2016 (41.JPG,mummification,2018-08-21T19:09:54.008Z,0,UT35-15D_01_09_2016 (41.JPG
300,ObjectId(5b97516e1025fcfc18ae2019),ObjectId(5984676ae94fb4bc9c04bc64),"[{""type"":""rect"",""geometry"":{""x"":0.8829707426856714,""y"":0.5866364665911665,""width"":0.0967741935483871,""height"":0.1291053227633069},""style"":{}}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_09_2016 (42.JPG,mesh bag,2018-09-03T16:17:11.291Z,0,UT35-15D_01_09_2016 (42.JPG
202,ObjectId(5b97516b1025fcfc18ae1ad6),ObjectId(5984676ae94fb4bc9c04bc64),"[{""type"":""rect"",""geometry"":{""x"":0.2980445043830074,""y"":0.5183299389002036,""width"":0.06945380984490897,""height"":0.13747454175152748},""style"":{}}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_09_2016 (42.JPG,mummification,2017-09-12T21:42:12.648Z,0,UT35-15D_01_09_2016 (42.JPG
16,ObjectId(5b6db7647b7bf69e9420e76f),ObjectId(5b0471ddf1e6500030825d24),"[{""type"":""rect"",""geometry"":{""x"":0.5526315789473685,""y"":0.2683513838748496,""width"":0.21291866028708134,""height"":0.11913357400722022},""style"":{}}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_09_2016 (42.JPG,mummification,2018-08-10T16:03:48.030Z,0,UT35-15D_01_09_2016 (42.JPG
17,ObjectId(5b6db7807b7bf69e9420e770),ObjectId(5b0471ddf1e6500030825d24),"[{""type"":""rect"",""geometry"":{""x"":0.529505582137161,""y"":0.6389891696750902,""width"":0.3062200956937799,""height"":0.16004813477737664},""style"":{}}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_09_2016 (42.JPG,mummification,2018-08-10T16:04:16.807Z,0,UT35-15D_01_09_2016 (42.JPG
304,ObjectId(5b97516e1025fcfc18ae2022),ObjectId(5984676ae94fb4bc9c04bc64),"[{""type"":""rect"",""geometry"":{""x"":0.27906976744186046,""y"":0.48584371460928655,""width"":0.2115528882220555,""height"":0.1868629671574179},""style"":{}}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_09_2016 (42.JPG,mummification,2018-09-03T16:19:32.838Z,0,UT35-15D_01_09_2016 (42.JPG
203,ObjectId(5b97516b1025fcfc18ae1add),ObjectId(5984676ae94fb4bc9c04bc64),"[{""type"":""rect"",""geometry"":{""x"":0.2805124747134187,""y"":0.3564154786150713,""width"":0.21847606203641268,""height"":0.37780040733197556},""style"":{}}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_09_2016 (43.JPG,mummification,2017-09-12T21:56:06.239Z,0,UT35-15D_01_09_2016 (43.JPG
195,ObjectId(5b97516b1025fcfc18ae1aba),ObjectId(5984676ae94fb4bc9c04bc64),"[{""type"":""rect"",""geometry"":{""x"":0.45853000674308836,""y"":0.3004073319755601,""width"":0.32231962238705325,""height"":0.08961303462321792},""style"":{}}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_09_2016 (4.JPG,mummification,2017-09-07T20:28:53.630Z,0,UT35-15D_01_09_2016 (4.JPG
196,ObjectId(5b97516b1025fcfc18ae1abb),ObjectId(5984676ae94fb4bc9c04bc64),"[{""type"":""rect"",""geometry"":{""x"":0.03641267700606878,""y"":0.390020366598778,""width"":0.44302090357383683,""height"":0.1384928716904277},""style"":{}}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_09_2016 (4.JPG,mummification,2017-09-07T20:29:03.313Z,0,UT35-15D_01_09_2016 (4.JPG
197,ObjectId(5b97516b1025fcfc18ae1abc),ObjectId(5984676ae94fb4bc9c04bc64),"[{""type"":""rect"",""geometry"":{""x"":0.50708024275118,""y"":0.45417515274949083,""width"":0.21847606203641268,""height"":0.1975560081466395},""style"":{}}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_09_2016 (4.JPG,mummification,2017-09-07T20:29:17.622Z,0,UT35-15D_01_09_2016 (4.JPG
198,ObjectId(5b97516b1025fcfc18ae1abd),ObjectId(5984676ae94fb4bc9c04bc64),"[{""type"":""rect"",""geometry"":{""x"":0.2191503708698584,""y"":0.7617107942973523,""width"":0.25556304787592715,""height"":0.12321792260692464},""style"":{}}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_09_2016 (4.JPG,mummification,2017-09-07T20:29:29.802Z,0,UT35-15D_01_09_2016 (4.JPG
244,ObjectId(5b97516d1025fcfc18ae1edf),ObjectId(5984676ae94fb4bc9c04bc64),"[{""type"":""rect"",""geometry"":{""x"":0.014253563390847712,""y"":0.6857463524130191,""width"":0.0967741935483871,""height"":0.1447811447811448},""style"":{}}]",http://localhost:3000/2015/UT66-15D/Daily Photos/UT66-15D_01_22_2016 (47).JPG,mummification,2018-08-21T18:30:58.357Z,0,UT66-15D_01_22_2016 (47).JPG
99,ObjectId(5b83f356c3b83b98804a84e6),ObjectId(5b339db9f1e6500030825d2b),"[{""type"":""rect"",""geometry"":{""x"":0.196929592376919,""y"":0.37054631828978624,""width"":0.3483324510322922,""height"":0.3768804433887569},""style"":{}}]",http://localhost:3000/2015/UT66-15D/Daily Photos/UT66-15D_01_22_2016 (47).JPG,mummification,2018-08-27T12:49:26.262Z,0,UT66-15D_01_22_2016 (47).JPG
233,ObjectId(5b97516d1025fcfc18ae1e1e),ObjectId(5984676ae94fb4bc9c04bc64),"[{""type"":""rect"",""geometry"":{""x"":0.2516711229946524,""y"":0.0875,""width"":0.45120320855614976,""height"":0.4},""style"":{}}]",http://localhost:3000/2015/UT67-15D/Daily Photos/UT67-15D_02_16_2016 (9).JPG,mummification,2018-08-14T10:31:00.000Z,0,UT67-15D_02_16_2016 (9).JPG
320,ObjectId(5b97516e1025fcfc18ae205c),ObjectId(5984676ae94fb4bc9c04bc64),"[{""type"":""rect"",""geometry"":{""x"":0.746436609152288,""y"":0.22109988776655443,""width"":0.23330832708177043,""height"":0.5634118967452301},""style"":{}}]",http://localhost:3000/2015/UT67-15D/Daily Photos/UT67-15D_02_16_2016 (9).JPG,mummification,2018-09-04T00:13:17.869Z,0,UT67-15D_02_16_2016 (9).JPG
321,ObjectId(5b97516e1025fcfc18ae205d),ObjectId(5984676ae94fb4bc9c04bc64),"[{""type"":""rect"",""geometry"":{""x"":0.5146286571642911,""y"":0.5465768799102132,""width"":0.18979744936234058,""height"":0.20650953984287318},""style"":{}}]",http://localhost:3000/2015/UT67-15D/Daily Photos/UT67-15D_02_16_2016 (9).JPG,mummification,2018-09-04T00:13:36.344Z,0,UT67-15D_02_16_2016 (9).JPG
322,ObjectId(5b97516e1025fcfc18ae205e),ObjectId(5984676ae94fb4bc9c04bc64),"[{""type"":""rect"",""geometry"":{""x"":0.4741185296324081,""y"":0.16610549943883277,""width"":0.37209302325581395,""height"":0.35802469135802467},""style"":{}}]",http://localhost:3000/2015/UT68-15D/Daily Photos/UT68-15D_01_23_2016 (42).JPG,mummification,2018-09-04T00:15:34.895Z,0,UT68-15D_01_23_2016 (42).JPG
